id,property_id,year,month,occupancy,adr,revenue,country,country_code,adm_1_id,adm_2_id,adm_3_id,bathrooms,bedrooms,revpar,fetched_revenue,property_grade
1263058,abnb_16296655,2024,1,0.316666667,240.487207895,27796.313141789695,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,3,4,76.15428258024573,4569.25695,A
3731169,vrbo_10750230ha,2024,1,1.0,1278.81653325,466768.03463625,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,3,4,1278.81653325,76728.991995,A
1617313,abnb_34752290,2024,1,1.0,839.5704675,306443.2206375,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,839.5704675,3358.28187,A
4484153,abnb_1055170484511208292,2024,1,0.15,402.84531,22055.7807225,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,2,60.4267965,1208.53593,A
3731113,vrbo_10857217ha,2024,1,0.333333333,168.611967,20514.455964485544,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,3,3,56.20398894379601,3372.23934,A
4051083,abnb_34294152,2024,1,1.0,98.67096,36014.9004,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,1,98.67096,789.36768,A
1268426,abnb_10903299,2024,1,1.0,62.12616,22676.0484,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,62.12616,248.50464,A
1083580,abnb_644872636887036923,2024,1,0.142857143,827.28291,43136.89463599404,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,3,5,118.18327297532613,3309.13164,A
1263241,abnb_13932692,2024,1,0.315789474,153.99903,17750.41452827673,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,3,48.63127268021022,1847.98836,A
4891804,abnb_26628658,2024,1,1.0,63.03978,23009.5197,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,63.03978,504.31824,A
2982054,abnb_50325503,2024,1,1.0,112.314015,40994.615475,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,112.314015,1797.02424,A
1664254,abnb_873021296677500855,2024,1,0.2,900.36855,65726.90415,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,2,180.07371,900.36855,A
